Image_Name;Preprocessing;Filter;MSE;SSIM;PSNR;FOM;AUC-ROC;Save_Path
image_part_007.jpg;Dark channel;FAST;10493,1522;0,0005;7,9217;0,2781;0,5199;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_007_Dark channel_FAST.jpg
image_part_008.jpg;None;Canny;6561,6249;0,047;9,9607;0,3706;0,4363;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_None_Canny.jpg
image_part_008.jpg;None;Directional;4747,0843;0,0818;11,3665;0,6002;0,4626;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_None_Directional.jpg
image_part_008.jpg;None;Pruitt;3478,5393;0,2248;12,7168;0,5899;0,3791;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_None_Pruitt.jpg
image_part_008.jpg;None;Harris;6362,8525;0,0353;10,0943;0,4962;0,4667;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_None_Harris.jpg
image_part_008.jpg;None;FAST;6113,207;0,0048;10,2681;0,1878;0,5009;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_None_FAST.jpg
image_part_008.jpg;White Balance;Canny;6554,4612;0,0469;9,9654;0,3723;0,4358;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_White Balance_Canny.jpg
image_part_008.jpg;White Balance;Directional;4745,924;0,085;11,3676;0,5836;0,462;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_White Balance_Directional.jpg
image_part_008.jpg;White Balance;Pruitt;3474,7071;0,2311;12,7216;0,574;0,3785;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_White Balance_Pruitt.jpg
image_part_008.jpg;White Balance;Harris;6365,4427;0,0353;10,0925;0,4962;0,4668;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_White Balance_Harris.jpg
image_part_008.jpg;White Balance;FAST;6133,1279;0,0053;10,254;0,1987;0,5001;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_White Balance_FAST.jpg
image_part_008.jpg;Histogram Equalization;Canny;8588,7559;0;8,7915;0,1696;0,5594;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Histogram Equalization_Canny.jpg
image_part_008.jpg;Histogram Equalization;Directional;6348,8296;0;10,1039;0,162;0,5843;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Histogram Equalization_Directional.jpg
image_part_008.jpg;Histogram Equalization;Pruitt;7053,7079;0;9,6466;0,1405;0,7787;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Histogram Equalization_Pruitt.jpg
image_part_008.jpg;Histogram Equalization;Harris;8539,3596;0;8,8166;0,1192;0,609;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Histogram Equalization_Harris.jpg
image_part_008.jpg;Histogram Equalization;FAST;7509,565;0;9,3747;0,0973;0,6451;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Histogram Equalization_FAST.jpg
image_part_008.jpg;Sharpen Filter;Canny;6943,4758;0,0635;9,715;0,3039;0,4445;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Sharpen Filter_Canny.jpg
image_part_008.jpg;Sharpen Filter;Directional;5510,8366;0,1413;10,7186;0,219;0,4705;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Sharpen Filter_Directional.jpg
image_part_008.jpg;Sharpen Filter;Pruitt;5318,1891;0,2725;10,8732;0,2094;0,3798;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Sharpen Filter_Pruitt.jpg
image_part_008.jpg;Sharpen Filter;Harris;7406,8493;0,1009;9,4345;0,2862;0,4413;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Sharpen Filter_Harris.jpg
image_part_008.jpg;Sharpen Filter;FAST;6769,6968;0,0702;9,8251;0,1832;0,4288;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Sharpen Filter_FAST.jpg
image_part_008.jpg;CLAHE;Canny;8622,2676;0,1239;8,7746;0,1453;0,4052;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_CLAHE_Canny.jpg
image_part_008.jpg;CLAHE;Directional;7002,7377;0,1029;9,6781;0,1384;0,4946;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_CLAHE_Directional.jpg
image_part_008.jpg;CLAHE;Pruitt;9305,0048;0,1703;8,4436;0,1296;0,4582;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_CLAHE_Pruitt.jpg
image_part_008.jpg;CLAHE;Harris;5991,7319;0,2451;10,3553;0,1919;0,355;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_CLAHE_Harris.jpg
image_part_008.jpg;CLAHE;FAST;8130,3126;0,0074;9,0297;0,0822;0,5096;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_CLAHE_FAST.jpg
image_part_008.jpg;Dark channel;Canny;6545,99;0,0425;9,9711;0,3738;0,4398;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Dark channel_Canny.jpg
image_part_008.jpg;Dark channel;Directional;5557,4858;0,0544;10,682;0,4275;0,6723;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Dark channel_Directional.jpg
image_part_008.jpg;Dark channel;Pruitt;5269,635;0,1217;10,913;0,3926;0,6938;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Dark channel_Pruitt.jpg
image_part_008.jpg;Dark channel;Harris;6218,1065;0,0227;10,1942;0,4709;0,4496;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Dark channel_Harris.jpg
image_part_008.jpg;Dark channel;FAST;6470,6196;0,0073;10,0213;0,2154;0,5297;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_008_Dark channel_FAST.jpg
image_part_009.jpg;None;Canny;5887,5314;0,0129;10,4315;0,3103;0,4543;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_None_Canny.jpg
image_part_009.jpg;None;Directional;4794,9245;0,0502;11,323;0,213;0,4184;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_None_Directional.jpg
image_part_009.jpg;None;Pruitt;3987,579;0,1363;12,1237;0,4126;0,2523;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_None_Pruitt.jpg
image_part_009.jpg;None;Harris;5814,8306;0,0003;10,4854;0,0671;0,4945;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_None_Harris.jpg
image_part_009.jpg;None;FAST;5804,3628;0,0003;10,4933;0,0313;0,4916;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_None_FAST.jpg
image_part_009.jpg;White Balance;Canny;5886,7074;0,013;10,4321;0,3106;0,4541;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_White Balance_Canny.jpg
image_part_009.jpg;White Balance;Directional;4768,4323;0,0539;11,347;0,2367;0,4163;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_White Balance_Directional.jpg
image_part_009.jpg;White Balance;Pruitt;3934,2981;0,1463;12,1821;0,4418;0,2485;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_White Balance_Pruitt.jpg
image_part_009.jpg;White Balance;Harris;5814,8978;0,0003;10,4854;0,0675;0,4945;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_White Balance_Harris.jpg
image_part_009.jpg;White Balance;FAST;5804,5868;0,0004;10,4931;0,0349;0,4909;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_White Balance_FAST.jpg
image_part_009.jpg;Histogram Equalization;Canny;15817,5094;0;6,1394;0,0172;0,6961;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Histogram Equalization_Canny.jpg
image_part_009.jpg;Histogram Equalization;Directional;8523,5046;0;8,8246;0,0054;0,5891;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Histogram Equalization_Directional.jpg
image_part_009.jpg;Histogram Equalization;Pruitt;11845,7101;0;7,3952;0,0043;0,7923;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Histogram Equalization_Pruitt.jpg
image_part_009.jpg;Histogram Equalization;Harris;18625,5155;0;5,4297;0,0018;0,7447;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Histogram Equalization_Harris.jpg
image_part_009.jpg;Histogram Equalization;FAST;9040,6717;0;8,5688;0,0028;0,6845;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Histogram Equalization_FAST.jpg
image_part_009.jpg;Sharpen Filter;Canny;5891,2602;0,0207;10,4287;0,2574;0,4442;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Sharpen Filter_Canny.jpg
image_part_009.jpg;Sharpen Filter;Directional;4411,864;0,1732;11,6846;0,1511;0,4325;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Sharpen Filter_Directional.jpg
image_part_009.jpg;Sharpen Filter;Pruitt;2874,9749;0,4414;13,5445;0,1683;0,2333;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Sharpen Filter_Pruitt.jpg
image_part_009.jpg;Sharpen Filter;Harris;5773,2327;0,0178;10,5166;0,1752;0,4278;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Sharpen Filter_Harris.jpg
image_part_009.jpg;Sharpen Filter;FAST;5786,555;0,0428;10,5066;0,0943;0,3678;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Sharpen Filter_FAST.jpg
image_part_009.jpg;CLAHE;Canny;5477,1811;0,1312;10,7452;0,1019;0,3339;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_CLAHE_Canny.jpg
image_part_009.jpg;CLAHE;Directional;5181,8964;0,1804;10,9859;0,0577;0,4673;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_CLAHE_Directional.jpg
image_part_009.jpg;CLAHE;Pruitt;4431,0822;0,3876;11,6657;0,0717;0,3601;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_CLAHE_Pruitt.jpg
image_part_009.jpg;CLAHE;Harris;4380,4211;0,2872;11,7156;0,0938;0,2937;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_CLAHE_Harris.jpg
image_part_009.jpg;CLAHE;FAST;6567,4026;0,0239;9,9569;0,031;0,4658;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_CLAHE_FAST.jpg
image_part_009.jpg;Dark channel;Canny;6093,0279;0,0028;10,2825;0,135;0,4958;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Dark channel_Canny.jpg
image_part_009.jpg;Dark channel;Directional;6071,4141;0;10,2979;0,1282;0,7782;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Dark channel_Directional.jpg
image_part_009.jpg;Dark channel;Pruitt;6197,9562;0;10,2083;0,1302;0,8746;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Dark channel_Pruitt.jpg
image_part_009.jpg;Dark channel;Harris;6085,7431;0,0009;10,2877;0,1109;0,5034;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Dark channel_Harris.jpg
image_part_009.jpg;Dark channel;FAST;5920,2665;0,0003;10,4074;0,0445;0,5106;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_009_Dark channel_FAST.jpg
image_part_010.jpg;None;Canny;24197,9683;0;4,293;0,3187;0,5472;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_None_Canny.jpg
image_part_010.jpg;None;Directional;19969,4869;0;5,1271;0,3118;0,5075;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_None_Directional.jpg
image_part_010.jpg;None;Pruitt;14780,6171;0;6,4339;0,3024;0,5267;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_None_Pruitt.jpg
image_part_010.jpg;None;Harris;24817,9282;0;4,1831;0,2044;0,4672;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_None_Harris.jpg
image_part_010.jpg;None;FAST;24273,0485;0;4,2796;0,222;0,473;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_None_FAST.jpg
image_part_010.jpg;White Balance;Canny;24198,3474;0;4,2929;0,3187;0,5473;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_White Balance_Canny.jpg
image_part_010.jpg;White Balance;Directional;19974,6528;0;5,126;0,3118;0,5075;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_White Balance_Directional.jpg
image_part_010.jpg;White Balance;Pruitt;14782,7338;0;6,4333;0,3024;0,5262;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_White Balance_Pruitt.jpg
image_part_010.jpg;White Balance;Harris;24815,9599;0;4,1835;0,2045;0,4671;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_White Balance_Harris.jpg
image_part_010.jpg;White Balance;FAST;24282,8635;0;4,2778;0,2218;0,4726;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_White Balance_FAST.jpg
image_part_010.jpg;Histogram Equalization;Canny;22872,4643;0,0067;4,5377;0,2824;0,4893;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Histogram Equalization_Canny.jpg
image_part_010.jpg;Histogram Equalization;Directional;18734,6639;0,0212;5,4043;0,2774;0,4776;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Histogram Equalization_Directional.jpg
image_part_010.jpg;Histogram Equalization;Pruitt;11931,4562;0,0528;7,3639;0,268;0,4125;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Histogram Equalization_Pruitt.jpg
image_part_010.jpg;Histogram Equalization;Harris;23779,784;0,013;4,3687;0,1768;0,4435;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Histogram Equalization_Harris.jpg
image_part_010.jpg;Histogram Equalization;FAST;23345,7893;0,0104;4,4487;0,2146;0,4288;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Histogram Equalization_FAST.jpg
image_part_010.jpg;Sharpen Filter;Canny;23339,2324;0;4,4499;0,2798;0,5183;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Sharpen Filter_Canny.jpg
image_part_010.jpg;Sharpen Filter;Directional;18825,0011;0;5,3835;0,2633;0,51;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Sharpen Filter_Directional.jpg
image_part_010.jpg;Sharpen Filter;Pruitt;12663,6166;0;7,1052;0,2588;0,5243;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Sharpen Filter_Pruitt.jpg
image_part_010.jpg;Sharpen Filter;Harris;22342,0354;0;4,6396;0,2628;0,4832;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Sharpen Filter_Harris.jpg
image_part_010.jpg;Sharpen Filter;FAST;23391,3485;0;4,4403;0,2464;0,504;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Sharpen Filter_FAST.jpg
image_part_010.jpg;CLAHE;Canny;21272,5871;0,0545;4,8526;0,2394;0,4533;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_CLAHE_Canny.jpg
image_part_010.jpg;CLAHE;Directional;17453,3305;0,0813;5,712;0,2337;0,4695;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_CLAHE_Directional.jpg
image_part_010.jpg;CLAHE;Pruitt;9194,7682;0,2488;8,4954;0,2269;0,362;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_CLAHE_Pruitt.jpg
image_part_010.jpg;CLAHE;Harris;16332,4968;0,2795;6,0003;0,1455;0,3078;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_CLAHE_Harris.jpg
image_part_010.jpg;CLAHE;FAST;22180,6528;0,0468;4,6711;0,2193;0,4385;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_CLAHE_FAST.jpg
image_part_010.jpg;Dark channel;Canny;23334,6448;0;4,4508;0,2769;0,5045;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Dark channel_Canny.jpg
image_part_010.jpg;Dark channel;Directional;20115,2516;0;5,0955;0,2823;0,539;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Dark channel_Directional.jpg
image_part_010.jpg;Dark channel;Pruitt;15050,8665;0;6,3552;0,2739;0,5252;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Dark channel_Pruitt.jpg
image_part_010.jpg;Dark channel;Harris;23817,1006;0,0034;4,3619;0,1601;0,4129;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Dark channel_Harris.jpg
image_part_010.jpg;Dark channel;FAST;23997,5882;0;4,3291;0,2092;0,4697;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_010_Dark channel_FAST.jpg
image_part_011.jpg;None;Canny;22100,9773;0;4,6867;0,3003;0,4893;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_None_Canny.jpg
image_part_011.jpg;None;Directional;18143,7247;0;5,5435;0,2911;0,4883;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_None_Directional.jpg
image_part_011.jpg;None;Pruitt;14345,2348;0;6,5637;0,2892;0,4477;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_None_Pruitt.jpg
image_part_011.jpg;None;Harris;21840,9877;0;4,7381;0,202;0,4252;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_None_Harris.jpg
image_part_011.jpg;None;FAST;22008,0928;0;4,705;0,2535;0,4573;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_None_FAST.jpg
image_part_011.jpg;White Balance;Canny;22104,5951;0;4,686;0,3003;0,4895;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_White Balance_Canny.jpg
image_part_011.jpg;White Balance;Directional;18153,6824;0;5,5412;0,2912;0,4887;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_White Balance_Directional.jpg
image_part_011.jpg;White Balance;Pruitt;14366,6841;0;6,5572;0,2894;0,4485;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_White Balance_Pruitt.jpg
image_part_011.jpg;White Balance;Harris;21848,5932;0;4,7366;0,2023;0,4252;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_White Balance_Harris.jpg
image_part_011.jpg;White Balance;FAST;22013,9149;0;4,7038;0,2535;0,4577;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_White Balance_FAST.jpg
image_part_011.jpg;Histogram Equalization;Canny;22005,7044;0;4,7055;0,2965;0,4914;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Histogram Equalization_Canny.jpg
image_part_011.jpg;Histogram Equalization;Directional;18086,6861;0;5,5572;0,2916;0,4914;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Histogram Equalization_Directional.jpg
image_part_011.jpg;Histogram Equalization;Pruitt;14222,4384;0;6,6011;0,2905;0,4603;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Histogram Equalization_Pruitt.jpg
image_part_011.jpg;Histogram Equalization;Harris;21781,161;0;4,75;0,2072;0,4208;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Histogram Equalization_Harris.jpg
image_part_011.jpg;Histogram Equalization;FAST;21794,9542;0;4,7472;0,2535;0,4614;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Histogram Equalization_FAST.jpg
image_part_011.jpg;Sharpen Filter;Canny;21865,607;0;4,7332;0,2829;0,4841;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Sharpen Filter_Canny.jpg
image_part_011.jpg;Sharpen Filter;Directional;17581,6066;0;5,6802;0,2638;0,4953;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Sharpen Filter_Directional.jpg
image_part_011.jpg;Sharpen Filter;Pruitt;13720,0238;0;6,7573;0,265;0,4583;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Sharpen Filter_Pruitt.jpg
image_part_011.jpg;Sharpen Filter;Harris;21407,2135;0;4,8252;0,2634;0,4103;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Sharpen Filter_Harris.jpg
image_part_011.jpg;Sharpen Filter;FAST;21329,346;0;4,841;0,261;0,5041;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Sharpen Filter_FAST.jpg
image_part_011.jpg;CLAHE;Canny;20273,3096;0,0369;5,0616;0,2554;0,4588;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_CLAHE_Canny.jpg
image_part_011.jpg;CLAHE;Directional;16576,4072;0,0659;5,9359;0,2442;0,4776;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_CLAHE_Directional.jpg
image_part_011.jpg;CLAHE;Pruitt;10998,1711;0,1684;7,7176;0,247;0,391;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_CLAHE_Pruitt.jpg
image_part_011.jpg;CLAHE;Harris;15322,8413;0,2758;6,2774;0,1754;0,3073;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_CLAHE_Harris.jpg
image_part_011.jpg;CLAHE;FAST;20549,3647;0,0263;5,0028;0,251;0,4619;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_CLAHE_FAST.jpg
image_part_011.jpg;Dark channel;Canny;21753,7305;0;4,7555;0,2826;0,4683;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Dark channel_Canny.jpg
image_part_011.jpg;Dark channel;Directional;18482,4192;0;5,4632;0,2781;0,5275;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Dark channel_Directional.jpg
image_part_011.jpg;Dark channel;Pruitt;15058,9358;0;6,3529;0,2776;0,4702;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Dark channel_Pruitt.jpg
image_part_011.jpg;Dark channel;Harris;21398,6075;0,0082;4,8269;0,1971;0,3935;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Dark channel_Harris.jpg
image_part_011.jpg;Dark channel;FAST;21903,7861;0;4,7256;0,245;0,4568;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_011_Dark channel_FAST.jpg
image_part_012.jpg;None;Canny;33352,5356;0;2,8995;0,3637;0,6216;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_None_Canny.jpg
image_part_012.jpg;None;Directional;28640,9675;0;3,5609;0,344;0,532;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_None_Directional.jpg
image_part_012.jpg;None;Pruitt;22962,5557;0;4,5206;0,3564;0,6294;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_None_Pruitt.jpg
image_part_012.jpg;None;Harris;33736,757;0;2,8498;0,2263;0,5106;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_None_Harris.jpg
image_part_012.jpg;None;FAST;33617,4976;0;2,8651;0,2712;0,5484;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_None_FAST.jpg
image_part_012.jpg;White Balance;Canny;33349,8104;0;2,8999;0,3637;0,6217;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_White Balance_Canny.jpg
image_part_012.jpg;White Balance;Directional;28629,7776;0;3,5626;0,3438;0,5321;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_White Balance_Directional.jpg
image_part_012.jpg;White Balance;Pruitt;22938,1522;0;4,5252;0,3563;0,6291;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_White Balance_Pruitt.jpg
image_part_012.jpg;White Balance;Harris;33734,0313;0;2,8501;0,2302;0,511;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_White Balance_Harris.jpg
image_part_012.jpg;White Balance;FAST;33614,4887;0;2,8655;0,2711;0,5482;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_White Balance_FAST.jpg
image_part_012.jpg;Histogram Equalization;Canny;30719,1636;0,0046;3,2567;0,2555;0,4896;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Histogram Equalization_Canny.jpg
image_part_012.jpg;Histogram Equalization;Directional;25716,5185;0,0312;4,0287;0,2101;0,4571;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Histogram Equalization_Directional.jpg
image_part_012.jpg;Histogram Equalization;Pruitt;16028,3573;0,0951;6,0819;0,2227;0,3704;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Histogram Equalization_Pruitt.jpg
image_part_012.jpg;Histogram Equalization;Harris;32425,02;0,0085;3,022;0,1611;0,4536;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Histogram Equalization_Harris.jpg
image_part_012.jpg;Histogram Equalization;FAST;31594,521;0,0074;3,1347;0,171;0,4198;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Histogram Equalization_FAST.jpg
image_part_012.jpg;Sharpen Filter;Canny;32599,3736;0;2,9987;0,3186;0,6058;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Sharpen Filter_Canny.jpg
image_part_012.jpg;Sharpen Filter;Directional;25442,8788;0;4,0751;0,2538;0,5231;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Sharpen Filter_Directional.jpg
image_part_012.jpg;Sharpen Filter;Pruitt;16244,8914;0;6,0236;0,2659;0,601;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Sharpen Filter_Pruitt.jpg
image_part_012.jpg;Sharpen Filter;Harris;31882,8124;0;3,0952;0,2976;0,5699;D:\Новая папка\Uni 2 course  1 semestr\КГВ\STEM\images\image_part_012_Sharpen Filter_Harris.jpg
